composition
Pd
Re
As
Fe
Te
Ni
Ce
Cu
Ge
Mn
Th
U
Ca
C
Os
Ta
Co
K
Sc
Sm
Rb
Ti
Rh
Nb
Sr
Zn
Au
Tl
Be
Cr
W
Cd
S
Er
Ir
Hf
Sb
Y
Sn
Ba
Nd
Ag
Pt
Mo
Zr
Al
Li
Ga
Tm
Ho
Lu
V
Si
Gd
B
Yb
HoCd
VNi3
Nd5Ge4
MnAl6
KGa3
SrGa2
YRh
Zr2Cu
HoPt3
Al5Co2
LaP7
Yb5Sb3
TaTe4
CeFe2
Tb5Si3
GeIr
Er2Se3
CaPd
ZrRu
YSb
Sc2O3
Sm2O3
MoP
WS2
SmCu5
ZrRh3
SbO2
DyRh
BaS3
CdF2
SrB6
TiF3
BeTe
ScCo2
NdF3
NaHg
DyIn
AlMo3
Na3B20
TaIr3
Zr2Pd
Te2Ru
Nb5Sb4
TbNi2
Zr3N4
LiIr
YbCo2
YbSe
UF4
PtS
TiOs
V3As
HoAs
BaZn5
Ca2Ge
TiFe
B2O3
U3O8
ThAg2
NpCo2
ThIr5
Th3Ge2
PbF2
MnV
SnRh
SrIr2
Sm2Tl
RhPb2
Zr2Ni
ScAl
HfFe2
BaGa4
SmCo2
PuBe13
PbF4
SmTe
PrN
TmPd
SiNi
HfO2
Ag2O
Nd5Si4
Nd2Co17
SmPd3
Cu2O
Ni3S2
NbGe2
AlRh
MgB4
La3Tl
UO3
PrSn3
LuRh
ErSi
Th3As4
MgP4
CeSb
ErPb3
SiPd
HoAl2
U3Sb4
Pd16S7
ZrAl3
YbGa
KCd13
ErGa3
Te2Pt
NdAl2
Sc2S3
CdTe
Mg2Ge
YbPt2
ErCo3
LuSe
MnRh
YbB6
DyNi2
BeS
GePd2
FeAs
PrMg3
ZnNi
NbRu
DyAl
SrAu2
ThSn3
SmRh
MgAu
Nd2S3
Rb2Te
RhPb
CaAu2
CoN
CoAs3
NaGa4
CeBe13
Ti2O3
PrZn
KF
HoSe
Nb2F5
Th3N4
AlF3
CdAs2
Na3P11
ErFe2
SmGa2
ScPt3
Te3As2
ZrNi3
TiN
GeMo3
LuGa3
TaSe2
ThS
MgPd
PrGe
HfZn2
TmTl
LuSb
Ti5Re24
CuAu
Ba3As14
NbSe3
CaTl3
BaCd
Nd4Sb3
ThZn4
ErCo2
CaAg
Ga2S3
ScFe2
Ta3Sb
SrHg
Ti3Ir
HoRh2
NbCr2
ScSb
Al12Mo
Th3Sb4
ZrNi
YPd3
TmAu2
Nb3Se4
Sb2Pt
TePd
Sn2Rh
CeP5
TiSb2
NdTe
SmCd
Ni3Se4
Ta2Co
B13C2
GaAg2
CeIr2
CoAs
GaF3
TbFe2
TiRu
Al4Cu9
PrP
Te2Mo
ZrTe5
U3As4
CeRu2
TiCo3
Ag3Sn
YMg
UB4
B6As
Mg3Ru2
La4Rh3
NpSe
Zr2Co
TiC
TmCo2
LaSn3
ScRh3
YB4
As2S3
BaCu13
ThO2
TbP
PrCd
Na2S
Be5Pd
Na3As
LuS
YbZn2
AlN
NdGe
SnSe2
UTe2
Tl2S
PrGa2
ThAl2
CdS
HoNi2
LaPd3
ZrW2
CaN6
SrCd2
Mg54Ag17
Er2O3
EuZn2
NaF
Pr2C3
BaS2
SnSe
Tb2C
VSe2
GeSe
CeHg
Pu5Rh4
HgF
LaAs
SmP
CeGa6
KAs
SnPd3
TlF
TbCd
Cr23C6
RhO2
SeO2
Li2Pd
Cr3Si
P2Pt
GeO2
LaHg
Li3P
Hf5Ge4
Sb2Au
TiP
NdTe3
Ti2Cu
RbN3
HoP
Sr5Si3
BaPt2
SmN
ZnSb
Te2Rh
TbAl2
Li3As
La2Sb
FeSe2
PtS2
MgB2
As2Ru
Yb3Ge5
TmAl3
DyCd
MnAl
CaNi5
LaCd
Fe2P
Te2Pd
KZn13
MnSb
U3P4
LuPt3
Ca5Si3
LiSi
DyPd3
V3S4
TmB2
DyAl2
GaN
NiSb
BaPt5
Ho2O3
ScAl2
DySe
GaNi3
TmTl3
SiRh
HfCr2
HgSe
TiCo
RuO2
KN3
SiNi3
CaPd2
ThN
TbZn
V3Au
SmRh2
Li2O2
CaPt2
Ca3N2
ScNi2
ErPd
ErNi5
SnO2
TmAl2
PuCo2
CaB6
ErCd
TaAl3
FeSi
BaSn
Er2In
Ho2S3
NpSn3
HoN
NdSi2
Ga2O3
CaAs
NdIr2
ScPt
ZrSi
ZnPt
HoAl3
InRh
BaZn
ZrCr2
LaF3
LaPt2
CdP2
YCd
HoTe
YRh2
CoPt3
PuP
CuP2
HoIr2
ZrCo2
ThP
ScGa3
YAs
LiTl
Hg4Pt
GeTe
GdN
Ni5As2
AuF3
Co3S4
NiPt
PrIr2
Au2S
CoPt
NaZn13
CeRh2
MoPt2
NbZn3
BaB6
U3Si
LaAl3
SmZn2
TbB2
YbAl2
K2O
LuIn3
Sr2Sn
ZrSb2
SrF2
TmPd3
RhSe2
TmCu
Si3N4
HoAu2
YP
EuIr2
BaTe
BaN2
FeP
DySb
YNi2
TaRh3
K2S
Ho2Co17
ThAu2
HfRh3
V3Te4
BaF2
GdCd
BeNi
Th2Cu
PrPt5
MgCu2
MgTe
RbCd13
HfSi
UIr3
Nd2O3
NbSn2
SrAs
Ni3S4
ErNi3
NaAu2
NdZn
ErTl
Tb2O3
Al3Ni2
NdCd
PrPt2
LaSb
LiAl
HfSi2
Nb5Ga13
CaCd
RbSi
SmNi5
KB6
B2Ru
NpB2
UOs2
TaC
SrS
TiIr3
SmAu6
HoHg
ThGe
CeS
TaB
Yb4As3
NiGe
TmAs
LuN
LaMg
BaO2
Sr2Si
Th7Rh3
TaB2
Sr5Al9
CeCo2
BW2
VP
PtSe2
Sr2Mg17
SiNi2
Nd2Te5
GaCo
HgS
MgZn2
SmPt2
SiIr
ScIr
CdO
V5S4
LiF
Co3Mo
Al2O3
ErP
TiB2
ThS2
Ti3O5
Th2Pd
URh3
TiRh3
Li2S
Ho4C7
GaSb
TaNi2
LuPd3
LaSe
UBe13
ThC
