composition
Ba0.78Sr0.22Sn3
Ba0.78Tm0.22F2.22
Ba0.7Bi0.3F2.3
Ba0.803Sr0.197Si2
Ba0.8Bi0.2F2.2
Ba0.8Ho0.2F2.2
Ba0.9Bi0.1F2.1
Ba0.9Ho0.1F2.1
Ba17.12Sr1.88Li44
Ba2.37Sr0.63Ge4
Ba2.62Sr0.38Ge4
Ba2.82Ca0.18Ge4
Ba2.89Ca0.11Ge4
Ba3Ge4C2
Ba3As1N1
Ba3Bi1N1
Ba3Sb1N1
Ba3Sn1N0.64
Ba5.332Nb2.666O11.997
Ba6Ga5N1
Ba4.6669Cl1.3334F8.0004
Ba9Ge3N10
Ba1Ce1F5
Ba1B2O4
Ba0.91U0.91O3.003
Mn0.955Bi0.955O2.9987
Nb3Bi10Cl18
Zr3Bi10Cl18
Cd0.21Bi0.79O1.395
Yb0.35Bi0.65O1.5
La1.333Bi0.667O3
La1.333Bi0.667O3.364
Nd1.333Bi0.667O3
Fe1.25Bi0.75O3
La0.225Bi0.775O1.5
Ta0.222Bi0.778O1.722
Ta0.21Bi0.79O1.71
Fe1.15Bi0.85O3
Er0.4Bi1.6O3
V0.2Bi0.8O1.7
Bi0.933W0.067O1.6
Bi0.94Sb1.06S3
Yb0.1Bi0.9O1.5
Gd1.8Bi1.2O4.5
Bi1.3Pt1Pb0.7
Cd0.54Bi1.45O3
Ba0.5Bi1.5O2.75
Ho0.4Bi1.6O3
Bi1.75Pt1Pb0.25
Nb0.22Bi1.78O3.22
Zr0.15Bi1.85O3.075
Gd0.2Bi1.8O3
Co15.92Bi10.08O40
Bi18Au2Br18
Co12.8Bi12.24O40
Y0.533Bi7.462O11.9925
Co8.9Bi16.32O40
Al7.6Bi18.4O40
Co6.2Bi19.68O40
Ni6.32Bi19.68O40
Bi24.96Pb1.04O38.48
Ni20Bi22.4
Al2Bi2Br12
Al2Bi2Cl12
Bi2W2O9
Gd0.5Bi1.5O3
Bi1.3334Te2.6668O7.3337
Nb0.889Bi3.111O6.889
Y0.889Bi3.111O6
Nb1Bi3O7
Nb1Bi3O7.14
Y1Bi3O6
Bi13Pt3I7
Yb0.8Bi3.2O6
Ga3Bi5Cl12
Bi12Pt1Cl12
Bi6Rh12O29
Bi24Cl28
Sn7Bi18Br24
In1Bi37Br48
Bi39Pb9Br47
Bi48Cl56
Bi1Au1Br6
Bi1Mo6Cl15
Bi1W6Cl15
Bi1Au1Cl6
La2Bi1O4.5
La1.334Bi0.667O3.117558
Ta7Bi1O19
As1Br3F6
Sb1Br3F14
B1P1Br6
Mo6S3Br6
Sb1Br1F8
Ge1Br2F10
Au1Br1F6
Sb2Br1F15
Sb2Br1F17
In5Br7
Ru4C14O13
C104.46Cl24
H22C10O3
La5Ge2C2
Dy7C2I12
Si1C4F12
Pr5C2Br9
C56Cl10
H12C71F4
C60Br27.92
C180Br1.18Cl16
H8C73F34
C60Br4F18
C60.5S1F18
H24C78F48
Ge1C24F20
Sn1C24F20
C12Se1F10
C71Se8S2
C106F42
C111.5Cl1.2F48
C112F48
C122.25F42
H7C124F48
H11.63C125.31F48
C92Cl20.84
B20H22C4
C2S7Cl6
Co6C20O18
D6C1O2
D124C8O46
C3N1F3
C3N1F3
C1I1F7
C2O3F6
C1I1F5
C4O5F6
Te2C2F6
H6C3O3
Cd1H6C2
Zn1H6C2
Si1H12C4
H3C1I1
H62.4C4.1O23
H124C8O46
Si3C0.3O6.3
Os4C14O14
D46C3.57O30.14
D46C3.58O30.16
D46C3.59O30.18
D6C2O6
H6C2O6
Ca0.67C0.67O2.01
Ca0.16Eu0.84Ge2
Sr0.79Ca0.21Sn4
Ba0.75Ca0.25B6
Sr0.75Ca0.25B6
Sr0.73Ca0.27Al2
Sr0.72Ca0.28Zn1
Sr4.52Ca0.48Si3
Sr0.48Ca0.52Zn1
Sr4.47Ca0.53Al9
Sr0.42Ca0.58Al2
Ba0.5Ca0.5B6
Sr0.5Ca0.5B6
Ca0.65Ho0.35F2.35
Ca0.65La0.35F2.35
Ba0.25Ca0.75B6
Sr0.25Ca0.75B6
Ca0.75U0.25N0.96
Ca0.88Gd0.12F2.12
Ca0.88U0.12F2.12
Ca0.8Dy0.2F2.2
Ca0.8Yb0.2F2.2
Ca0.909Y0.727S2
Sr0.09Ca0.91Zn2
Ca0.94U0.06F2.06
Ca0.96Yb2.04S4
D1.816Na0.001Ca0.999
Ca0.9Pr0.1F2.1
Ca0.9Y0.1F2.1
Ca1.06U0.94O4
Sr5.9Ca1.1Al13
Sr3.19Ca1.81Si3
Ca10.67Ga4.18Pb3.15
Ca10.74In2.7Ga4.56
Ca10.82Ga4.4Sn2.78
Ca10.84Ga4Sn3.16
Ca10.89Al4.84Sn2.27
Ca10.8Al4Pb3.2
Ca10.95Al4In3.05
Ca10.9Ga5.24Pb1.86
Ca19In8N7
Ba19Ca2Al40
Ba2.4Ca2.6Al9
Sr2.12Ca2.88Si3
Ca2.8Tl2.2O6
Ba1.74Ca3.26Al9
Ca3As1N1
Ca3Tl1N1
Sr0.52Ca4.48Si3
Ca7Ag2.72N4
Ca7Ga1.33N4
Ca7In1.02N4
Ca7Tl0.97N4
Ca0.68Y0.32F2.32
Ca0.75Y0.25F2.25
Ca0.85Y0.15F2.15
Ca0.9Y0.1F2.1
Ca0.94Y0.06F2.06
Ca12Al14O33
Ca1U1O4
Cd0.1Hg0.9Te1
Mn0.9Cd0.1O1
Mn0.75Cd0.25Te1
Mn0.8Cd0.2O1
Mn0.6Cd0.4Te1
Mn0.43Cd0.57S1
Mn0.5Cd0.5O1
Mn0.35Cd0.65S1
Mn0.4Cd0.6O1
Cd0.71Hg0.29Te1
Cd0.7Hg0.3Te1
Mn0.3Cd0.7O1
Cd0.89Ga0.11Te1
Lu0.11Cd0.89F2.11
Y0.11Cd0.89F2.11
Mn0.2Cd0.8O1
Mn0.2Cd0.8S1
Mn0.05Cd0.95S1
Zn0.03Cd0.97As2
Ce0.1Cd0.9F2.1
Dy0.1Cd0.9F2.1
Er0.1Cd0.9F2.1
Gd0.1Cd0.9F2.1
Ho0.1Cd0.9F2.1
La0.1Cd0.9F2.1
Mn0.1Cd0.9O1
Mn0.1Cd0.9S1
Sm0.1Cd0.9F2.1
Tm0.1Cd0.9F2.1
Yb0.1Cd0.9F2.1
Cd2H8N16
Cd1.5As0.5I1.5
Cd3Cu2P10
Cd1.5P0.5I1.5
Ce0.5Er0.5C2
Ce0.125Gd0.875O1.562
Ce0.125Y0.875O2
Ce0.1Zr0.9O2
Ce0.206Bi0.794O1.604
Ce0.25Gd0.75O1.625
Ce0.25Lu0.75C2
Ce0.25Y0.75O2
Li0.74Ce0.26Ga2
Li0.72Ce0.28Ga2
Sr0.71Ce0.29F2.29
Ce0.2Zr0.8O2
Ce0.33Y0.67Mg2
Ce0.375Y0.625O2
Ce0.3Gd0.7O1.65
Ce0.3Zr0.7O2
Ce0.45Ho0.55O1.725
Ce0.49Ho0.51O1.75
Ce0.4Zr0.6O2
Ce0.5Lu0.5C2
Ce0.5625Y0.4375O2
Ce0.5Gd0.5O1.75
Ce0.5Lu0.5C2
Ce0.5Nd0.5O1.75
Ce0.5Y0.5O2
Ce0.5Zr0.5O2
Ce0.625Y0.375O2
Ce0.65625Y0.34375O2
Ce0.65Bi0.35O1.826
Ce0.6875Y0.3125O2
Ce0.68Y0.32O1.81
Ce0.6Zr0.4O2
La0.29Ce0.71B6
La0.28Ce0.72B6
Ce0.75Gd0.25O1.875
Ce0.75Lu0.25C2
Ce0.75Nd0.25O1.875
Ce0.75Y0.25O1.875
Ce0.75Y0.25O2
La0.24Ce0.76B6
Ce0.773Bi0.227O1.886
La0.227Ce0.773B5.628
Ce0.78Ho0.22O1.89
Ce0.79Nd0.21O1.9
Ce0.7Gd0.3O1.85
Yb0.19Ce0.81O1.9
Ce0.875Gd0.125O1.937
Ce0.875Y0.125O1.938
Ce0.8Gd0.2O1.9
La0.2Ce0.8O1.9
Ce0.8Sm0.2O1.9
Ce0.8Y0.2O1.9
Ce0.8Zr0.2O2
Ce0.92Ho0.08O1.96
Tb0.07Ce0.93O2
Ce0.97Zn0.03O2
Ce0.9Gd0.1O1.95
Ce0.9Zr0.1O2
Ce1.47Y3.53Si4
Ce1.71Y3.29Si4
Ce1.82Lu3.18Si4
Ce1Si1.5Ni0.5
Ce2.666Se3.999
Ca1.85Ce3.15Ge3
Ce3In1N0.91
Ce3In1N0.92
Ce3In1N0.95
Ce3In1N0.92
Ce4.726Y4.92Mg45.334
Ce11.9In9.2Ru3.9
Ce5C2Br9
Ce5C2Cl9
Ce12.26Mn2I18.26
Ru2S6Cl16
Si3Cl6O3
Si4Cl8O4
P4N3Cl11
Si4N2Cl10
Re2Cl10
Re6Te4Cl10
C3N3Cl3
B1Cl1F6
Bi1Cl1F8
Nb1Cl1F8
Os1Cl1F8
Ru1Cl1F8
Ta1Cl1F8
As1Cl1F8
Sb1Cl1F10
Cu1Cl1F10
Sb2Cl1F17
Pr6Ir1Cl11
Au1Cl5O18
Cl2O6
P4N3Cl11
Co1As4F18
Co1H15N14
Zn0.98Co0.02O1
Fe2Co1O4
Fe2Co1O4
Zr1Mn1.6Co0.4
Fe0.7Co0.3Si1
Fe1Co2O4
Fe1Co2O4
Co0.53Rh0.47O2
Co0.625Ni0.375Sn2
Al2Co1O4
Mn2.01Co0.99O4
Al1.33Co1.67O4
Zn11Co0.92Pd1.08
Fe0.1Co1.88As1
Eu10Ga7Co10
Co13.56B10Ir7.6
Co16.2B6Ir6.8
Co2C68O8
Zn8Co2.5Pd2.5
Zn0.37Co2.63O3.96
Zr3Ga4Co4
Y20Co4Cl36
Co7As2O12
Dy7Co1I12
Er6Co1Br10
Er7Co1I12
Gd6Co1Cl10
Ho7Co1Br12
Ho7Co1I12
Sc7Co1Br12
Sc7Co1Cl12
Tb6Co1Br10
Tb6Co1Cl10
Tb7Co1I12
Co1.6Te2
Y6Co1Br10
Y6Co1I10
V1.9896Cr0.0104O3
V1.975Cr0.025O3
V1.98Cr0.02O3
V1.94Cr0.06O3
V1.9Cr0.1O3
Ta2.033Cr0.761O6
V1.975Cr0.025O3
V1.98Cr0.02O3
V2.49Cr0.19S4
Ti1Cr0.25Te2
V1.8Cr0.99S4
Mn0.625Cr0.375P4
V1.1Cr1.71S4
Zr1Cr0.8Fe1.2
V1.44Cr1.46S4
Mn0.385Cr0.615P4
Mn0.225Cr0.775P4
Cr1.56Re0.44C0.86
Nb1.3Cr0.7S5
Cr2.4B4W0.6
Cr1.36Fe0.64Sb4
Cr1.776Mo0.112O3
Cr1.87Sn3.085Se7
Cr2Te4O11
Ti1.85Cr3.15Te8
Ti2Cr3Te8
Cr1Sb1F10
Cs1H5N2
Cs2Cr4O13
Cs9H1Pt4
Cs3Te22
Cs7Au5O2
Cs1Br2F1
Cs2Br2F2
Mn2Cu1O4
Cu1Hg0.5I2
Fe0.6Cu0.4S2
Fe0.47Cu0.53Se2
In1.15Cu0.54Se2
Cu0.56Si1.44P2
Al2Cu1O4
Al2Cu1O4
Al2.5Cu0.5S4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
Al2Cu1O4
V2.31Cu0.69S4
Fe0.25Cu0.75S2
Li1.097Cu0.903S1
Cu0.95Ge4.48P2.57
Fe1.23Cu1.01Te2
Cu1.08Si3.92P3
Cu1.18Ge3.63P3.19
Cu1.33Ge0.67Se2
Cu5.6Sn2.4Se8
Na17Ga46.5Cu6
In8.64Cu11.24
Cu1Se2Br1
Cu1Se3I1
Cu2P14I2
Cu3P12I3
Cu4O8
D3O1F1
D2O1.452
D2O1.454
D7O2F3
D2O1Ne0.125
D2O1Ne0.212
Gd0.55Dy0.45Ni1
Dy2Ti2O7
Dy5.64Fe2C9
Dy2Ti2O7
Dy2Ti2O7
Dy2Ti2O7
Dy2Ti2O7
Dy3.5Mg1.5Ge4
Dy3S2Cl5
Ca0.89Dy4.11Ge3
Dy6.00003B3.33335S14.00007
Nd0.7Er0.3F3
Ca0.2Er0.8B6
Gd1.6Er0.4O3
Gd0.7Er0.3Ni1
Gd1Er1O3
Gd0.5Er0.5Ni1
Ca0.33Er0.67F2.67
Ca0.285Er0.715F2.715
Y0.17Er0.81Ni2
Gd0.4Er1.6O3
Sm0.88Er1.12Se3
Er10C4Br18
Er3.41Mg1.59Ge4
Ca1.17Er3.83Ge3
Er6.00003B3.33335S14.00007
Sr1.26764Eu0.62436Mg17
Sr0.52029Eu1.40671Mg17
Li0.39Eu1.61S2
Eu3Mg15.55
Eu3Mg15.65
Eu3In1O1
Eu4I6O1
Eu3S2F4
Eu1.173Nb1S3.173
Sr0.966Eu0.966Mg17
Fe1As4F18
Fe5C16O15
Mg0.039Fe2.961O4
Fe2.08Si0.92O4
Ti0.8882Fe0.1482O2
Zr5Fe0.711Sn2.31
Mn1.6Fe0.4O3
Mn2.4Fe0.6O4
Mn0.8Fe0.2O1
Fe0.2Mo0.8As1
Fe2.25Si0.75O4
Mn1.16Fe0.84O3
Fe0.94Sb1.06O4
Fe0.51Sb3Pd0.49
Fe1.06Sb0.94O4
Fe0.54B3Ru6.46
Yb0.26Fe0.61S1
Fe2Ni1O4
Fe2.505Co0.835Ge2
Ti0.65Fe1.35O3
Fe2.719Si0.281O4
Ti0.65Fe1.35O3
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Fe1.4Co0.6P1
Ti0.6Fe1.4O3
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Ti0.6Fe1.4O3
Ti0.65Fe1.35O3
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Ti0.6Fe1.4O3
Fe0.81Mo1.19N2
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Ti0.6Fe1.4O3
Al2Fe1O4
Ti0.6Fe1.4O3
Al1.993Fe0.996O4
Ti0.6Fe1.4O3
Al2Fe1O4
Ti0.65Fe1.35O3
Al2Fe1O4
Al1.97Fe1.032O4
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
Al2Fe1O4
In0.45Fe2.55O4
Mn0.45Fe2.55P1
Ti0.6Fe1.4O3
Al2Fe1O4
Al2Fe1O4
Al1.898Fe1.102O4
Al2.0004Fe1O4
Al2Fe1O4
Ti0.65Fe1.35O3
Ti0.6Fe1.4O3
Al2Fe1O4
Ti0.6Fe1.4O3
Al2Fe1O4
Al2Fe1O4
Ti0.65Fe1.35O3
Al2Fe1O4
Ti0.65Fe1.35O3
Ti0.65Fe1.35O3
Ti0.65Fe1.35O3
Ti0.6Fe1.4O3
Ti0.6Fe1.4O3
Al2Fe1O4
Al2Fe1O4
Fe0.8Si1Ir0.2
Mn0.668Fe2.672Ge2
Fe0.8B3Ru6.2
Zr0.2Fe0.8F3.2
Ti0.6Fe1.4O3
Ti0.6Fe1.4O3
Fe0.9Ni0.1P2
Ti0.65Fe1.35O3
Ti0.6Fe1.4O3
Ti0.65Fe1.35O3
Fe2.91Si0.09O4
Ti0.65Fe1.35O3
Ti0.65Fe1.35O3
Ti0.65Fe1.35O3
Ti0.146Fe1.854O3
Fe0.92Co0.08S1
Ti0.6Fe1.4O3
Fe1.86Ni0.14P1
Mg0.1551Fe1.8966O3
Ti0.65Fe1.35O3
Ga3Fe0.95Co0.05
Fe1.9Sn0.1O3
Ti0.6Fe1.4O3
Fe2Cu1O4
Ti0.6Fe1.4O3
Ga3Fe0.975Ni0.025
Fe3.006Co0.334Ge2
Mn0.334Fe3.006Ge2
Zr10Fe0.9Sb5.1
Ti1Fe2O4
Ti0.65Fe1.35O3
Fe1.3B3Rh5.7
Ti0.6Fe1.4O3
Fe1.5Ni0.5P1
Fe1.64Ni1.36P1
Fe1.7Ni1.3P1
Mn0.176Fe1.824O3
Ti0.169Fe1.831O3
Fe1.8Ni1.2P1
Fe13.76B6Ir9.24
Mn1.156Ga2.198Fe0.646
Fe2.25B1Rh0.75
Fe2.28B1Ir0.72
Mg1Fe2O4
Fe2Ni1P1
Fe21.3334O32.0001
Fe2.454Si0.546O4
Fe3C12O12
Fe4.005Ni4.995S8
Mn1.04Ga1.16Fe1.8
Mn0.9948Ga1.058Fe1.9472
Sc16Fe4Br20
Sc16Fe4Cl20
Mg1.06Fe5.94O9
Mn1.095Ga0.76Fe2.145
Fe8.79Ni0.118S10
Fe1.418B51.540046
Cr1.33Fe1.33O3.99
Er7Fe1I12
Gd7Fe1Br12
Ho7Fe1I12
Zn12.71Fe0.99Ni0.99
Tb7Fe1Br12
Tb7Fe1I12
Ti0.7Fe1.3O3.0
Ti0.8Fe1.2O3
Ti0.9Fe1.1O3
Y7Fe1I12
Mg0.97Ga2.03O4
Zn1.23Ga0.28O2
In1.2Ga0.8Se3
In0.9Ga1.1S3
In0.8Ga1.2Se3
Hf1Ga1.8Ni1.2
Ga0.66Te0.99O2.97
Ga2.31Ge0.69O4.84
Ga2.14O3.21
Ga2.66O3.99
Zn13Ga4O19
Ga1.334S2.001
Ga4Ge1S4
Ga4.5As2.5Pd12
Ga1B1H6
In3.333Ga3.333S9.999
Gd0.17Y4.83Ge4
Gd0.18Y1.82O3
Gd0.1Y1.9O3
Gd2.381Sc2.619Ge3
Gd0.29Y4.71Ge4
Sm0.8Gd0.2In3
Gd0.41Y1.59O3
Gd1.44Mg0.56Ni7
Sm0.6Gd0.4In3
Tb0.6Gd0.4Ni1
Gd0.62Y4.38Ge4
Gd0.67U0.33Te1.67
Sm0.4Gd0.6In3
Gd0.745Y1.255O3
Gd0.75Y0.25Ni1
Gd0.77Y4.23Ge4
Sm0.3Gd0.7In3
Gd0.7Y0.3Ni1
Yb0.19Gd0.81F3
Sr0.17Gd0.83F2.83
Ca0.2Gd0.8F2.8
Sm0.2Gd0.8In3
Sm0.1Gd0.9In3
Gd1.06Mg0.94Cu4
Gd1.1Y3.9Ge4
Gd1.26Y0.74O3
Gd1.26Y3.74Ge4
Gd1.55Y3.45Ge4
Gd1.8Y3.2Ge4
Gd2Ti2O7
Gd2Ti2O7
Gd2Ti2O7
Gd2Ti2O7
Gd1.9Y3.1Ge4
Gd2.87Y2.13Si4
Gd2Y3Si4
Gd2Zr2O7
Gd3.09Sc1.91Ge3
Gd3.55Mg1.45Ge4
Gd3.55Sc1.45Ge3
Gd3.5Eu1.5Ge4
Gd3.91Y1.09Si4
Gd3Eu2Ge4
Gd3Au1O6
Gd3Re1O8
Gd3Y2Ge4
Ca0.74Gd4.26Ge3
Gd4.43Mg2.57Au10
Gd4.5Eu0.5Ge4
Gd4.57Sc0.43Ge3
Gd4.75Eu0.25Ge4
Gd4.98Mg2.02Au10
Gd4Eu1Ge4
Gd4Y1Ge4
Gd5.61Mg1.39Au10
Gd1U1C4
Gd1Y4Ge4
Gd1Y4Si4
Si13.8Ge3.2O34
Ge0.55Sb0.3Te1
Ge0.571Sb0.286Te1
Ge0.6Sb0.27Te1
Ge0.61Sb0.26Te1
Ge0.757Sb0.151Te1
Ge0.77Sb0.154Te1
Ge0.7Sb0.2Te1
Ge0.95Sb2.01Te4
Ge1.57Sb1.57Te4
Ge1.6Sb1.6Te4
In0.534Ge3.204Te4.005
Ge2.2Sb4.8Te10
Ge2Sb2Te5
Ge30.4Te5.92P15.6
Ge31.21Te6.68P14.79
Ge31.53Te7.35P14.46
Ge32.06Te7.75P13.94
Ge38.3Sb7.7I7.44
Ge43.333I10.6667
Ge6Cl16
Ge7F16
K4Ge9
Ge2Bi2Te5
Ge1.6Bi1.6Te4
Ge3Sb2O9
Ge7Te10As2
H272N18.8O136
H5N3O3
H3Cl1O5
H4O1F2
H4S1O5
H4Se1O5
H3N1O4
P2H8O8
V3H6O10
H3O1F1
H7N1O6
Ga2H2Cl4
H1I3O8
B3H3N12
H2S2O8
Si8H8O12
Hf0.67Zr4.33Ge4
Hf0.71Fe2Sn0.29
Hf0.77Sn0.23O2
Hf0.81Fe2Sn0.19
Hf0.985Ni1.015Sn1
Hf1.13Zr3.87Ge4
Hf1.61Zr3.39Ge4
Hf1.7Nb1.3As1
Hf1.81Nb0.19As1
Hf2.15Zr2.85Ge4
Hf2.27Nb0.73As1
Hf2.27Nb2.73Ge4
Hf2.8Zr2.2Ge4
Hf3.23Zr1.77Ge4
Hf3.6Zr1.4Ge4
Hf3.78Zr1.22Ge4
Hf4.24Zr0.76Ge4
Hf4.78Zr0.22Ge4
Hf5.95Ti1.05Sb4
Hf1Nb1As1
Re2Hg5O10
Hg4Se4O9
Cd0.5Hg0.5Se1
Mn0.33Hg0.67S1
Cd0.4Hg0.6Se1
Mn0.25Hg0.75S1
Cd0.3Hg0.7Se1
Cd0.2Hg0.8Se1
Mn0.2Hg0.8S1
Mn0.05Hg0.95S1
Cd0.1Hg0.9Se1
Mn0.1Hg0.9S1
Hg4N2O8
Hg2N2O6
Hg4As2O7
Hg4P2O7
Hg6As2O8
Hg6P2O8
Cr2Hg6O9
Cr2Hg6O10
Hg2N2O3
Hg2N4
Hg2Te1O5
Hg7P2O10
Hg9As4O16
Hg9P4O16
Hg3Se4O5
Hg7.5As4Cl6
Hg7Sb4Br6
Hg6Sb5Br7
Hg1As1F7
Ho0.5Ta0.5O2
Ho2.66Ti1.34O6.67
Ho2.5Ti1.5O6.75
Ho2.4Ti1.6O6.8
Ho2Ti2O6.95
Ho2Ti2O7
Ho2H39.75N23.25
Ho2.92Mg2.08Ge4
Ho3.05Mg1.95Ge4
Ho3.2Mg1.8Ge4
Ho3.29Mg1.71Ge4
Ho3.62Mg1.38Ge4
Ho3.77Mg1.23Ge4
Ca1.15Ho3.85Ge3
Ho2.001Si2.705352
Ho3.536Sb2O2
Ho6.00003B3.33335S14.00007
Ho2Te1.34S2
Sb1I3Cl8
As2I4F12
Sb4I4F20
Al1I1Cl6
I2Cl6
Sb2I1F15
Sb1I1F10
As1I1F12
Sb2I1F17
S1I2O6
S2I2O11
I2O3F6
Mn1.25In0.75O3
In1.768Bi0.232Se3
Zr3.034In0.966F15
In1.72As0.26S3
In1.72Ge2.28S8
In1.875Sn0.125O3
In1.88Sn0.12O3
In1.914Sn0.086O3.04
In1.91Sn0.09O3.02
In1.91Sn0.09O3.03
In1.94Sn0.06O3
In1.5Sn0.5
In5.5Sb1.5O12
In1Sb3F18
In0.2Sn0.8
V1In1O3.54
Te6Ir1Br3
Te6Ir1Cl3
Te6Ir1I3
Co0.36Te2Ir0.78
Ni0.42Te2Ir0.78
Fe0.33Te2Ir0.83
Gd11Ir3Cl15
Ho20Ir4Br36
Sc20Ir4Cl36
Tb20Ir4Br36
Tb20Ir4Cl36
Y20Ir4Cl36
Ce3Ir1I3
Er6Ir1I10
Er7Ir1I12
Gd6Ir1Br10
Gd7Ir1I12
Tb6Ir1Br10
Tb6Ir1I10
K1H8N3
K0.22Ba0.78O1.86
K0.22Ba0.78O1.92
K0.33Gd0.67F2.33
K0.41Ba0.59O2
K0.41Ba0.59O2.01
K0.5Bi0.5F2
K0.87Bi1.13O3
Cs6.42K1.58Sn44.02
K1.59Nd1.41I5
K1.63Eu1.37Cl5
K2.07Ba1.05I4
K3P1Se16
K19Se11.4
K1.5La1.5F6
As1Kr1F7
Bi1Kr1F7
Sb1Kr1F7
La0.28Tl9.72Te6
La0.3Nb1.7S3
La0.5U0.5O2
La0.5Zr0.5O1.75
La0.615Nb2.385S5
La0.63Tl9.37Te6
La0.7U0.3O1.95
Sr0.15La0.85F2.85
Ba0.1La0.9F2.9
La0.922Mn1.013O3
La0.92Bi1.08S3
Ba0.07La0.93F2.93
Sr0.07La0.93F2.93
Sr0.05La0.95F2.95
Ba0.03La0.97F2.97
La1.72Lu3.28Si4
La1.72Y3.28Si4
La1.778Mo1.778O8.001
La10.48S15.72
La5C2Br9
La5C2Cl9
La6.667W1.333O14
La3.52Sb2O2
La3Mn0.92Ni8.08
La2S1O6
La1Cu0.93O2.57
La1Cu0.98O2.59
La1.14Nb1S3.14
La0.6667Ta2.0001O6.0003
Li0.941Nb1.0118O3
Li0.05Ni1.05O2
Li0.09Ni1.01O2
