composition
U50H50O250
Cr0.806Bi0.99944S2.61144
Ta0.917Bi0.99953Se2.83353
D91.99956C7.34O60.67978
V0.1875Fe0.5625Ge0.25
Li5.04Ta6.16O17.92
H8N2F4
D7I1N2
H9C1N9
P3H13.5N9.5
H6N4O9
H13N4Cl1
H13I1N4
Na1.333Pr2.666Se3.999
Ti1.695Pb1.00005S4.39005
Ti0.8475Pb1.00005S2.69505
Re6Te4Br10
Re2H4O9
Sm0.56Zr0.52Fe2.92
Sm0.9996Ta0.84S2.6796
Nb0.8547Sn0.999999S2.709399
Ti0.8333Sn0.99996S2.66656
Y0.73428Ti0.26586O1.63314
Y0.7095Ti0.29025O1.64475
Y0.667Ti0.3335O1.6675
U4H16O20
U8H36O42
H2W1O5
Y0.21432Zr0.78584O1.89316
Y0.19822Zr0.80189O1.90111
Y0.1818Zr0.8181O1.9089
Y0.16506Zr0.83447O1.91653
Y0.14816Zr0.85192O1.92608
Y0.1309Zr0.86955O1.93545
Y0.0952Zr0.9044O1.9516
Y0.07696Zr0.92352O1.96248
Y0.054488Zr0.945756O1.973244
Ac10.666S15.999
Cd0.99Ag0.09Au0.91
Ag0.365Sb0.558Te1
Y1.25Cu3Ag0.75
Ho1In0.5Ag0.5
In0.66Ag0.027Te1
Cu1Ag0.04Au0.96
Yb1Ga3.78Ag0.22
Cu1Ag0.08Au0.92
Ag0.125Sb0.75Au0.125
Yb1Al1.724Ag0.276
Ga1.286Ag0.144S2
In0.615Ag0.154Te1
Li1Al0.9Ag0.1
Y1Cu0.9Ag0.1
Zn1Ag0.25Au0.75
Zr2Ag0.25Pd0.75
Ga0.561Ag0.317Te1
Tm1Ag0.62Pb1.38
Ti1Al2.68Ag0.32
Ca1Mg1.34Ag0.66
Sm1Cu1.66Ag0.34
Er1Ag0.7Pb1.3
Y1Ag0.78Pb1.22
Fe0.7Ag0.3
Ag0.45Sn0.15Au0.4
Cd0.505Ag0.495
Fe0.6Ag0.4
Y1Ga1.6Ag0.4
Gd1In0.6Ag0.4
Sr1Al2.5Ag2.5
Al2.5Ag0.5S4
Th2Al0.5Ag0.5
Nd1Cu2.5Ag2.5
Pr1Cu0.5Ag0.5
Tb1Cu0.5Ag0.5
Ce1In0.5Ag0.5
Er1In0.5Ag0.5
Gd1In0.5Ag0.5
In2.5Ag0.5S4
In2.5Ag0.5Se4
In2.5Ag0.5Te4
La1In0.5Ag0.5
Pr1In0.5Ag0.5
Tb1In0.5Ag0.5
Tm1In0.5Ag0.5
Mg1Ag0.5Pd0.5
Tb1Ag0.5Pd0.5
Ag0.5Sb0.5Se1
Ag0.5Sn0.5Te1
Gd1Zn0.5Ag0.5
Tb1Zn0.5Ag0.5
Zr2Zn0.5Ag0.5
Zn1.5Ag0.5
Al0.35Ag0.65
Al0.333Ag0.667
Dy1Si1.33Ag0.67
In2.4Ag0.6Te3.9
Ag0.74Ge0.26
Al0.25Ag0.75
Zn1Ag0.75Au0.25
Tl0.15Ag0.75Bi0.1
Cd0.1In0.15Ag0.75
Ga0.25Ag0.75
Ca1Mg0.48Ag1.52
Ga0.159Ag0.841
Al0.158Ag0.842
In0.1527Ag0.8473
Ag0.85Ge0.15
Ga0.131Ag0.869
Ag0.8Bi0.2
Ag0.8Ge0.2
Mn0.05Ag0.8Sn0.15
Ga0.095Ag0.905
Ag0.918Sn0.082
Ag0.91Pt0.09
Dy0.05Ag0.95
Er0.05Ag0.95
Ga0.035Ag0.965
Ag0.9702Sb0.0298
Ag0.9783Sn0.0217
In0.0207Ag0.9793
Ce0.015Ag0.985
Ag0.9906Sb0.0094
Ce2Ga6.704Ag1.296
La2Ga6.704Ag1.296
Nd2Ga6.304Ag1.696
Tl1.5Ag10.5S7
Tl1Ag11Se7
Mn0.6Ag3.4
Ag2.6Sb0.6Au0.8
Ag2.6Sn1Au0.4
Al0.66Ag1.32
Sm1Cu3Ag2
Mg14.8Al22Ag3.68
Dy2Cu1Ag3
La4In1Ag3
Ag1.5Sb0.5
Yb104.052In307.05Ag278.898
Ag6.4Te4As0.6
Ba0.8Ag5.42
In4.52Ag8.48
In4.3Ag8.7
Ag1Au1
Nd1Cu1Ag1
Ti4Cu1Ag1
Li2Ga1Ag1
Sm1Ga3Ag1
Li2In1Ag1
In1.5Ag1.5Se3
Ce1Ag1Pb1
Gd1Ag1Pb1
La1Ag1Pb1
Li2Ag1Pb1
Nd1Ag1Pb1
Sm1Ag1Pb1
Yb1Ag1Pb1
Hf4Ag1Pd1
Ag0.5Sb0.5Te1
Gd1Ag1Sn1
La1Ag1Sn1
Sm1Ag1Sn1
Tb1Ag1Sn1
Yb1Ag1Sn1
Nb1.375Al0.5V0.125
Al1.3334V1.3333O4
Al10.68Cr1Ge1.32
Th0.0024Al0.9976
U1Be12.974Al0.026
Mg1.952Al0.048
Al0.05In0.05Cu0.9
Y1Al0.15Co1.85
Al0.077Ir0.923
Mg0.93Al0.07
Al0.13Co0.87
Gd1Al0.26Fe1.74
Nb0.87Al0.13
Al0.15Cr0.85B2
Tb1Al0.15Fe1.85
U1Al0.15Fe1.85
Er1Al0.15Ga1.85
Ti0.333Al0.167Co3.5
Ce0.82Al0.18Co5
Al0.1V3Ga0.9
Al3.1Ge0.2Mo0.7
Al0.1V3Ge0.9
Mg0.9Al0.1
Al0.1B1Mo0.9
Hf1Al0.1Ni1.9
Pu1.9Al0.1
Al0.1Fe1Rh0.9
Al0.1V3Sb0.9
Al0.1V3Si0.9
Ti0.9Al0.9Fe1.2
Tb1Al0.2Co1.8
La1Al0.22Ni4.78
Ta0.77Al0.23B2
Sc1Al1Co1
Zr1Al1Cr3
Al0.25Fe0.75
Ce1Al0.25Fe1.75
Al0.25V3Ge0.75
Sc1Al1Ni1
Ta1Al1Ni1
Ti1Al1Ni1
Al0.25Ni3Pt0.75
Al0.25V3Si0.75
Al0.25V3Sn0.75
Nb1Al1Zn1
Al0.27Si1.73W0.67
Gd1Al0.4Bi1.6
Gd1Al1Co4
Pr1Al1Co4
Sm1Al1Co4
Y1Al0.2Co1.8
Gd1Al0.4Fe1.6
Dy1Al0.2Fe1.8
Sm1Al0.2Fe1.8
Hf0.8Al0.2Mo2
Nb0.8Al0.2Co2
Pr0.8Al0.2Co5
Al0.2V3Si0.8
Ta0.8Al0.2Co2
Zr0.8Al0.2Fe2
Tb1Al0.3Fe1.7
Al0.31Fe2.35O4
Nb0.667Al0.333B2
Al0.33V0.07Cr0.6
U1Al0.34Fe1.66
Al0.35V3Au0.65
Tb1Al0.35Co1.65
Al0.38Ga0.62N1
Ce1Al0.3Co1.7
Al0.3Cr0.7
Dy1Al0.6Fe1.4
Ho1Al0.6Fe1.4
Y1Al0.6Fe1.4
Zr1Al0.3Fe1.7
Mn0.7Al0.3Fe1
Gd1Al0.6Ga1.4
Zr1Al0.3Ga0.7
Al0.3V3Ge0.7
Y1Mn1.4Al0.6
Ce1Al0.3Ni1.7
Al0.45V3As0.55
Tb1Al0.45Fe1.55
Sm1Al5.98Cu7.02
Al0.47Fe0.53
Tb3.18Al3.82Fe22
Al0.49Ga0.51N1
Al0.4Co0.6Ni3
Er1Al0.4Co1.6
Lu1Al0.4Co1.6
Sc1Al0.4Co1.6
Y1Al0.4Co1.6
Er1Al0.4Cu0.6
Al0.4Cu0.6Ni3
Dy1Al1Cu4
Er1Al1Cu4
Gd1Al1Cu4
U1Al0.4Fe1.6
Zr1Al0.4Fe1.6
La1Mg0.6Al0.4
Al0.4V0.6Ni3
Tb1Al0.525Fe1.475
Al3.234Fe1.026Si1.746
Gd1Al0.54Fe1.46
Dy1Al0.55Cu0.45
Al0.55Ga0.45Sb1
Mn0.45Al0.55
Sm1Al1.16Fe0.84
Er1Al0.5Co1.5
Al0.5Cr0.5Fe1
Ti1Al0.5Cr0.5
Zr1Al1Cu1
Al0.5Cu0.5Pd1
Tb1Al0.5Cu0.5
Mn1Al0.5Cu1.5
Mn0.6Al0.5Fe0.9
Dy1Al0.5Fe1.5
Er1Al0.5Fe1.5
Y1Al0.5Fe1.5
Nb1Al1.5Ga1.5
Al0.5Ga0.5Co1
Li1Al0.5Ga0.5
Al0.5Ga0.5Ni3
Al0.5Ga0.5P1
Al0.5Ga0.5Sb1
Al0.5V3Ga0.5
Al0.5Ni3Ge0.5
Al0.5V3Ge0.5
Hf0.5Al0.5W2
Al0.5In0.5Sb1
Y1Mn1Al1
Mn0.5Al0.5Ni3
Mn0.5Al0.5Pd1
Mn0.5Al0.5Rh1
Nb3Al0.5Sb0.5
Al0.5V3Sb0.5
Sc0.5Al0.5Cu1
Al0.5V3Sn0.5
Ti0.5Al0.5Au1
Ti0.5Al0.5Cu1
Ti0.5Al0.5N1
Ti0.5Al0.5Ni1
Ti0.5Al0.5Ni3
Ti0.5Al0.5Pd1
Al0.5V0.5Fe1
Al0.5V0.5Ni1
Zr0.5Al0.5Au1
Zr0.5Al0.5Cu1
Zr0.5Al0.5Ni1
Zr0.5Al0.5W2
Tb1Al0.6Co1.4
Tb1Al0.6Fe1.4
Al0.65Ni3Pd0.35
Al0.666Zn1S2
Ti6Al15.41Fe7.59
Al0.68Ga0.32N1
Pr1Mg0.32Al0.68
Nb0.32Al0.68Ni3
Ta0.32Al0.68Ni3
Al0.68V0.32Ni3
Eu1Mn3.672Al8.328
Sc1Al0.6Co1.4
Nb3Al0.6Cr0.4
Dy1Al1.2Fe0.8
Gd1Al1.2Fe0.8
Y1Al1.2Fe0.8
Dy1Al0.6Fe1.4
Y1Al0.6Fe1.4
Dy3Al0.6Fe8.4
Tb3Al0.6Fe8.4
Sc1Al0.6Ga0.4
Al0.6Cr3Si0.4
Al0.6Si0.4Ni3
Pr1Al0.6Zn0.4
Zr0.4Al0.6Co2
Al0.724Zn0.596Cu2.68
Al0.72Ga0.28N1
Hf0.28Al0.72Ni3
Gd1Al1.8Ni3.2
Ta0.28Al0.72Ni3
Gd1Al0.74Co1.26
U1Al0.75Fe1.25
U1Al1.5Ga0.5
Nb3Al0.75Ga0.25
Nb3Al0.75Ge0.25
Mn0.25Al0.75Ni3
Al0.75Zn0.25Cr2
Al0.75Zn0.25Ni3
Al0.76Ni1Ge1.24
Hf0.24Al0.76Ni3
Al0.76Ni0.24Mo3
Al0.77Si0.23Mo3
Al0.7Cr0.3Co1
Al0.7Cr0.3Ni3
Mg1Al0.7Cu1.3
Ho1Al1.4Fe0.6
Nb3Al0.7Ga0.3
Mn0.3Al0.7Ni3
Al0.7V0.3Ni3
Al0.82Cu0.11Rh1
Ti1Al2.499Cu0.501
Al0.83Ga0.17N1
Al0.83Ni3Mo0.17
Al0.84Ni3Sb0.16
Ce1Al1.7Ga0.3
Al0.85Ni3Mo0.15
Ti2.85Nb0.29Al0.86
Nd1Al1.74Si0.26
Al0.88Ni3W0.12
Ti1Al2.67Cr0.33
U1Al2.4Co0.6
Zr1Al1.6Cr0.4
Al0.8Cr0.2Ni3
Al0.8Ga0.2Sb1
Sr1Al0.8Ga1.2
Al0.8Ni3Ge0.2
Nd1Mg0.2Al0.8
Al0.8Cu0.8Ni0.4
Al0.8Fe1Rh0.2
Al0.8Ni3Sb0.2
Zr1Al2.8Si0.2
Al0.8Ni3Sn0.2
Ta0.2Al0.8Ni3
Ti0.2Al0.8Ni3
Al0.8V0.2Ni3
Al0.8Zn0.8S2
Al0.909Cr2Si0.091
Ce1Al1.8Fe0.2
Al0.914Ga0.086N1
Mg1Al0.92Cu1.08
Mg1Al0.93Cu1.07
